id,Title,Content,SKU,"Product Type",parent_id,Color,"Custom Color",Size,Color,Custom-color-code,Size,Sizes,"Regular Price","Product Categories","Product Type"
1012,"Clear Pool KIt",,f253a39306a1,simple,0,,,,,,,,,,simple
1013,"Copper Pearlin' Basecoat",,95fac084b041,simple,0,,,,,,,,,,simple
1014,"Coral Striping Paint",,305421911396,simple,0,,,,,,,,,,simple
1015,"Cranberry Pearlin' Basecoat",,ccc0a49703fd,simple,0,,,,,,,,,,simple
1016,"Cub Yellow #166",,0765687695b9,simple,0,,,,,,,,,,simple
1017,"Cub Yellow #166 Kit with Reducer",,1c71dcfa7953,simple,0,,,,,,,,,,simple
1018,"Cub Yellow #166 Kit without Reducer",,0568700989f1,simple,0,,,,,,,,,,simple
1019,"Custom Mixed Color (New, First Time) - Part A",,f86df2383233,simple,0,,,,,,,,,,simple
1020,"Custom Mixed Color - Non New",,a74b2cdda95f,simple,0,,,,,,,,,,simple
1021,"Custom Mixed Color Bathtub Painting Kit",,9cfcb1f44aca,simple,0,,,,,,,,,,simple
1022,"Custom Mixed Color Kit with Reducer",,dc8535ada613,simple,0,,,,,,,,,,simple
1023,"Custom Mixed Color Kit without Reducer",,93b8d7f1c882,simple,0,,,,,,,,,,simple
1024,"Custom Mixed Floor Kit",,e351016d8e9c,simple,0,,,,,,,,,,simple
1025,"Custom Mixed Pool Kt",,f67bbad2c0b5,simple,0,,,,,,,,,,simple
1026,"Dark Blue Pearlin' Basecoat",,ff135195e69a,simple,0,,,,,,,,,,simple
1027,"Dark Blue Striping Paint",,42af3560f684,simple,0,,,,,,,,,,simple
1028,"Dark Green Pearlin' Basecoat",,8bd295c3e86f,simple,0,,,,,,,,,,simple
1029,"Dark Gull Grey - FS 36270",,20b86cd0ac43,simple,0,,,,,,,,,,simple
1030,"Dark Purple Air Brush Base",,5d1e78f858f3,simple,0,,,,,,,,,,simple
1031,"Dark Teel Pearlin' Basecoat",,2aad8727771d,simple,0,,,,,,,,,,simple
1032,"Deep Blue #310",,64cd416be6f4,simple,0,,,,,,,,,,simple
1033,"Deep Blue #310 Floor Kit",,2b542f4e2e4b,simple,0,,,,,,,,,,simple
1034,"Deep Blue #310 Kit with Reducer",,2340141c7175,simple,0,,,,,,,,,,simple
1035,"Deep Blue #310 Kit without Reducer",,19560e2d454c,simple,0,,,,,,,,,,simple
1036,"Deep Blue Bathtub Painting Kit",,cc37f7e45184,simple,0,,,,,,,,,,simple
1037,"Deep Blue Pool Kit",,6eeb9866436c,simple,0,,,,,,,,,,simple
1038,"Deep Brown #200",,2cca73c473db,simple,0,,,,,,,,,,simple
1039,"Deep Brown #200 Kit with Reducer",,cd89c3032741,simple,0,,,,,,,,,,simple
1040,"Deep Brown #200 Kit without Reducer",,96ab783bad7c,simple,0,,,,,,,,,,simple
1041,"Deep Brown Bathtub Painting Kit",,e35034c8608d,simple,0,,,,,,,,,,simple
1042,"Deep Brown Floor Kit",,273879fcdfa6,simple,0,,,,,,,,,,simple
1043,"Deep Brown Pool Kit",,0f2292e7a831,simple,0,,,,,,,,,,simple
1044,"Deep Green #360",,eb91f7c0a039,simple,0,,,,,,,,,,simple
1045,"Deep Green #360 Floor Kit",,d2e02ba50f79,simple,0,,,,,,,,,,simple
1046,"Deep Green #360 Kit with Reducer",,4573c7ddcee5,simple,0,,,,,,,,,,simple
1047,"Deep Green #360 Kit without Reducer",,aa7b275ffb85,simple,0,,,,,,,,,,simple
1048,"Deep Green Pool Kit",,b4f79309a354,simple,0,,,,,,,,,,simple
1049,"Deep Red #204",,d430dad8da5f,simple,0,,,,,,,,,,simple
1050,"Deep Red #204 Floor Kit",,264cbfd4d1de,simple,0,,,,,,,,,,simple
1051,"Deep Red #204 Kit with Reducer",,18a0f80f3396,simple,0,,,,,,,,,,simple
1052,"Deep Red #204 Kit without Reducer",,d31e584e8756,simple,0,,,,,,,,,,simple
1053,"Deep Red Air Brush Base",,32154c108840,simple,0,,,,,,,,,,simple
1054,"Deep Red Bathtub Painting Kit",,132b67e644de,simple,0,,,,,,,,,,simple
1055,"Deep Red Pool Kit",,69cde871d0a6,simple,0,,,,,,,,,,simple
1056,"Deep Violet Pearlin' Basecoat",,f4eb1b33e8ee,simple,0,,,,,,,,,,simple
1057,"Dixee Peach Metallic",,519ab8ceae48,simple,0,,,,,,,,,,simple
1058,"Dreemee Purple Metallic",,6741517663bb,simple,0,,,,,,,,,,simple
1059,"Dull Orange Striping Paint",,ce673adc6af8,simple,0,,,,,,,,,,simple
1060,"Dull Red Striping Paint",,fb7887a8752c,simple,0,,,,,,,,,,simple
1061,"Ebonee Black Air Brush Base",,8919c7685510,simple,0,,,,,,,,,,simple
1062,"Ebonee Black Striping Paint",,3ccba2362080,simple,0,,,,,,,,,,simple
1063,"Ebony Black Pearlin' Basecoat",,7ab22fb01896,simple,0,,,,,,,,,,simple
1064,"Eel Green Metallic",,66eeef95aee6,simple,0,,,,,,,,,,simple
1065,"Eleet Red Metallic",,7accb9edef3c,simple,0,,,,,,,,,,simple
1066,"Engine Grey - FS 16081",,107048f7237c,simple,0,,,,,,,,,,simple
1067,"Epoxy Reducer #500",,005f3a40f8d4,simple,0,,,,,,,,,,simple
1068,"Epoxy Reducer #500",,7c08083569f9,simple,0,,,,,,,,,,simple
1069,"Evening Gold Pearlin' Basecoat",,5c8852049d68,simple,0,,,,,,,,,,simple
1070,"Fast Epoxy Reducer #550",,035db7d067c5,simple,0,,,,,,,,,,simple
1071,"Fawn #118",,166f289a977e,simple,0,,,,,,,,,,simple
1072,"Fawn #118 Floor Kit",,e27f24603897,simple,0,,,,,,,,,,simple
1073,"Fawn #118 Kit with Reducer",,fdd070a202eb,simple,0,,,,,,,,,,simple
1074,"Fawn #118 Kit without Reducer",,fb2dac609c0c,simple,0,,,,,,,,,,simple
1075,"Fawn Pool Kit",,2617f180a19d,simple,0,,,,,,,,,,simple
1076,"Firee Orange Candee",,cdd2358de633,simple,0,,,,,,,,,,simple
1077,"Flattener Additive",,31bee15786e4,simple,0,,,,,,,,,,simple
1078,"Forest Green Pearlin' Basecoat",,9442277fb131,simple,0,,,,,,,,,,simple
1079,"FS 12246 - Orange",,e0444452fe81,simple,0,,,,,,,,,,simple
1080,"FS 13655 - Yellow",,d5697b75c944,simple,0,,,,,,,,,,simple
1081,"FS 14187 - Green",,1dcdb71b631b,simple,0,,,,,,,,,,simple
1082,"FS 15042 - Blue",,bbc9d6e41984,simple,0,,,,,,,,,,simple
1083,"FS 20400 - Tan",,36152c9a26af,simple,0,,,,,,,,,,simple
1084,"FS 30140 - Brown",,26ac7e6310c4,simple,0,,,,,,,,,,simple
1085,"FS 30219 - Brown",,286aeaa3d95d,simple,0,,,,,,,,,,simple
1086,"FS 31136 - Red",,45c77139460d,simple,0,,,,,,,,,,simple
1087,"FS 33538 - Yellow",,dee8b62e221e,simple,0,,,,,,,,,,simple
1088,"FS 34079 - Green",,62a03f313653,simple,0,,,,,,,,,,simple
1089,"FS 34087 -  Green",,271f01432079,simple,0,,,,,,,,,,simple
1090,"FS 34092 - Green",,e5b0df5783c0,simple,0,,,,,,,,,,simple
1091,"FS 34102 - Green",,8b72bb78da95,simple,0,,,,,,,,,,simple
1092,"FS 35044 - Blue",,2a4652589b1f,simple,0,,,,,,,,,,simple
1093,"FS 36081 - Grey",,5ca8a216d003,simple,0,,,,,,,,,,simple
1094,"FS 36118 - Grey",,bb511bfb49c8,simple,0,,,,,,,,,,simple
1095,"FS 36270 - Grey",,7fc06bacc1d7,simple,0,,,,,,,,,,simple
1096,"FS 36320 - Grey",,1d3a5e15df7a,simple,0,,,,,,,,,,simple
1097,"FS 36375 - Grey",,95c61f8f21c8,simple,0,,,,,,,,,,simple
1098,"FS 36440 - Grey",,4c7aa77d4991,simple,0,,,,,,,,,,simple
1099,"FS 36495 - Grey",,39488fab1428,simple,0,,,,,,,,,,simple
1100,"FS 36622 - Grey",,ac47f3b4c3b7,simple,0,,,,,,,,,,simple
1101,"Gloss Black #70",,00e76072a59e,simple,0,,,,,,,,,,simple
1102,"Gloss Black #70 Floor Kit",,5fff2fe2a2c1,simple,0,,,,,,,,,,simple
1103,"Gloss Black #70 Kit with Reducer",,128ad8fd145e,simple,0,,,,,,,,,,simple
1104,"Gloss Black #70 Kit without Reducer",,5796b04248c7,simple,0,,,,,,,,,,simple
1105,"Gloss Black Bathtub Painting Kit",,bbcbf336513a,simple,0,,,,,,,,,,simple
1106,"Gloss Black Pool KIt",,5476f331713e,simple,0,,,,,,,,,,simple
1107,"Gloss Catalyst #405",,22eb7ef98340,simple,0,,,,,,,,,,simple
1108,"Glossy Sea Blue - FS 15042",,29f9410dcaff,simple,0,,,,,,,,,,simple
1109,"Gold Mine Pearlin' Basecoat",,e5f1b1aad453,simple,0,,,,,,,,,,simple
1110,"Golden Orange Pearlin' Basecoat",,fcc579752617,simple,0,,,,,,,,,,simple
1111,"Graphic Colored Pearl Air Brush Kit-04-079",,95e1e3f9cb2e,simple,0,,,,,,,,,,simple
1112,"Gray Primer #50",,b6b73fd5edfd,simple,0,,,,,,,,,,simple
1113,"Gray Primer #50 Floor Kt",,e47c0689cb46,simple,0,,,,,,,,,,simple
1114,"Gray Primer #50 Kit with Reducer",,943bdbfa6250,simple,0,,,,,,,,,,simple
1115,"Gray Primer #50 Kit without Reducer",,d80cb164c310,simple,0,,,,,,,,,,simple
1116,"Gray Primer Kit - #50 with Reducer",,50ec721f46df,simple,0,,,,,,,,,,simple
1117,"Gray Primer Kit - #50 without Reducer",,99d5a2f50de8,simple,0,,,,,,,,,,simple
1118,"Gray Primer Pool Kit with #415 Catalyst",,0838031b22af,simple,0,,,,,,,,,,simple
1119,"Greeks Gold Metallic",,84b66d272fa8,simple,0,,,,,,,,,,simple
1120,"Green Air Brush Base",,50fcc27753f2,simple,0,,,,,,,,,,simple
1121,"Green Striping Paint.",,5d4ea2a98bd9,simple,0,,,,,,,,,,simple
1122,"Green Teel Pearlin' Basecoat",,f2ad523edcd1,simple,0,,,,,,,,,,simple
1123,"Hot Pink Pearlin' Basecoat",,f00d56dc2788,simple,0,,,,,,,,,,simple
1124,"Hungary Black Brown",,2ef76b288652,simple,0,,,,,,,,,,simple
1125,"IAF - Grey",,95fec37d4951,simple,0,,,,,,,,,,simple
1126,"IAF - Light Green",,9bffe5a1726a,simple,0,,,,,,,,,,simple
1127,"IAF - Mottle Green",,089f2a4c7256,simple,0,,,,,,,,,,simple
1128,"IAF - Overall Green",,4c8afbdc76b5,simple,0,,,,,,,,,,simple
1129,"IAF - Sand",,dbeb6b1ffa00,simple,0,,,,,,,,,,simple
1130,"IAF - Terra Cotta",,3bbc0337a992,simple,0,,,,,,,,,,simple
1131,"IAF - Upper Surface Green",,1085e06a81a9,simple,0,,,,,,,,,,simple
1132,"ID Yellow #162",,1f4c32c2516c,simple,0,,,,,,,,,,simple
1133,"ID Yellow #162 Kit with Reducer",,0cb1c7bc0582,simple,0,,,,,,,,,,simple
1134,"ID Yellow #162 Kit without Reducer",,d38c8acfe922,simple,0,,,,,,,,,,simple
1135,"Identification Yellow - Shade 48 - FS 33538",,b6ffd7771357,simple,0,,,,,,,,,,simple
1136,"Illusion Air Brush Kit-04-015",,b82c44794018,simple,0,,,,,,,,,,simple
1137,"Indigo Blue #312",,b154f5c21ea2,simple,0,,,,,,,,,,simple
1138,"Indigo Blue #312 Kit with Reducer",,3287e4227309,simple,0,,,,,,,,,,simple
1139,"Indigo Blue #312 Kit without Reducer",,1dadfd4ebeeb,simple,0,,,,,,,,,,simple
1140,"Insignia Blue - Shade 47 - FS 35044",,20a1db4db018,simple,0,,,,,,,,,,simple
1141,"Insignia Red - Shade 45 - FS 30109",,f7a49010d0e8,simple,0,,,,,,,,,,simple
1142,"Insignia White - FS 17875",,256551d50214,simple,0,,,,,,,,,,simple
1143,"Intermediate Blue - FS 35164",,da3d7fd35216,simple,0,,,,,,,,,,simple
1144,"Irox Yellow Tint Base #164",,f841e5ac0491,simple,0,,,,,,,,,,simple
1145,"Irox Yellow Tint Base #164 Kit with Reducer",,0e44c16d9599,simple,0,,,,,,,,,,simple
1146,"Irox Yellow Tint Base #164 Kit without Reducer",,bec3eb4e1b75,simple,0,,,,,,,,,,simple
1147,"Ivee Green Metallic",,e1e2a5664f5b,simple,0,,,,,,,,,,simple
1148,"Ivoree Striping Paint",,4c2d472fa806,simple,0,,,,,,,,,,simple
1149,"Ivory White Bathtub Painting Kit",,460d00d7899f,simple,0,,,,,,,,,,simple
1150,"Key Lime Green Air Brush Base",,cca2a72f4d2c,simple,0,,,,,,,,,,simple
1151,"Key Lime Green Striping Paint",,795275885c2f,simple,0,,,,,,,,,,simple
1152,"Klass Kote - Urethane Clear - Side-A Only",,4e520bafcfbd,simple,0,,,,,,,,,,simple
1153,"Klass Kote - Urethane Clear - Side-B Only",,97d3ad569426,simple,0,,,,,,,,,,simple
1154,"Klass Kote - Urethane Reducer - Slow",,778b8d596684,simple,0,,,,,,,,,,simple
1155,"Klass Kote - Urethane Reducer - Slow - Medium - Fast",,1fa99be62e0a,simple,0,,,,,,,,,,simple
1156,"Klass Kote Epoxy Gray Primer Kit with Reducer",,29aa0d3e2c60,simple,0,,,,,,,,,,simple
1157,"Klass Kote Epoxy White Primer Kit with Reducer",,8a684b2876da,simple,0,,,,,,,,,,simple
1158,"Knox Gold Pearlin' Basecoat",,bb8f768817c9,simple,0,,,,,,,,,,simple
1159,"Leefee Green Candee",,084c77673aaf,simple,0,,,,,,,,,,simple
1160,"Light Blue #308",,fd21cbfe90db,simple,0,,,,,,,,,,simple
1161,"Light Blue #308 Floor Kit",,9f08d6c14b61,simple,0,,,,,,,,,,simple
1162,"Light Blue #308 Kit with Reducer",,8b72ffa9df6b,simple,0,,,,,,,,,,simple
1163,"Light Blue #308 Kit without Reducer",,d473acebd640,simple,0,,,,,,,,,,simple
1164,"Light Blue Bathtub Painting Kit",,2d66bb6ee02e,simple,0,,,,,,,,,,simple
1165,"Light Blue Pool Kit",,eeb4f27d2e69,simple,0,,,,,,,,,,simple
1166,"Light Blue Striping Paint",,2815e2719bbc,simple,0,,,,,,,,,,simple
1167,"Light Green #350",,ac34cd7ff69f,simple,0,,,,,,,,,,simple
1168,"Light Green #350 Floor Kit",,bd87f1d6e771,simple,0,,,,,,,,,,simple
1169,"Light Green #350 Kit with Reducer",,aae56fbdf65a,simple,0,,,,,,,,,,simple
1170,"Light Green #350 Kit without Reducer",,450290803741,simple,0,,,,,,,,,,simple
1171,"Light Green Pool Kit",,80bddfeb45fc,simple,0,,,,,,,,,,simple
1172,"Light Green Striping Paint",,b179593a6f75,simple,0,,,,,,,,,,simple
1173,"Light Grey - FS 36492",,f5cac6f8605c,simple,0,,,,,,,,,,simple
1174,"Light Gull Gray - FS 36463",,6c2a598fc64d,simple,0,,,,,,,,,,simple
1175,"Lime Green Pearlin' Basecoat",,8b3f90b4585f,simple,0,,,,,,,,,,simple
1176,"Lime Green Striping Paint",,205a151ec737,simple,0,,,,,,,,,,simple
1177,"Limee Green Candee",,197a83c1c874,simple,0,,,,,,,,,,simple
1178,"Lite Orange Pearlin' Basecoat",,2cc0433d2151,simple,0,,,,,,,,,,simple
1179,"Lite Purple Air Brush Base",,02bba4f7136f,simple,0,,,,,,,,,,simple
1180,"Lite Purple Striping Paint",,37cbbcce2994,simple,0,,,,,,,,,,simple
1181,"Lite Teel Pearlin' Basecoat",,c11ec891618c,simple,0,,,,,,,,,,simple
1182,"Luckee Lavendar Candee",,020087b14c37,simple,0,,,,,,,,,,simple
1183,"Magenta Air Brush Base",,300857f9bab9,simple,0,,,,,,,,,,simple
1184,"Magenta Metallic",,814a003aab06,simple,0,,,,,,,,,,simple
1185,"Magenta Pearlin' Basecoat",,4fc2292d89b1,simple,0,,,,,,,,,,simple
1186,"Magenta Striping Paint",,4a4364f93517,simple,0,,,,,,,,,,simple
1187,"Maroon Air Brush Base",,4d413834965d,simple,0,,,,,,,,,,simple
1188,"Maroon Striping Paint",,ef87b0ee1bfc,simple,0,,,,,,,,,,simple
1189,"Medium Gray Striping Paint",,323f9cb79c2a,simple,0,,,,,,,,,,simple
1190,"Medium Green #355",,b89c9b7b9eb6,simple,0,,,,,,,,,,simple
1191,"Medium Green #355 Floor Kit",,859492667793,simple,0,,,,,,,,,,simple
1192,"Medium Green #355 Kit with Reducer",,012b41030f21,simple,0,,,,,,,,,,simple
1193,"Medium Green #355 Kit without Reducer",,22f1bd6edf69,simple,0,,,,,,,,,,simple
1194,"Medium Green - Shade 42 - FS 34052",,aa3444af9d15,simple,0,,,,,,,,,,simple
1195,"Medium Green Pool Kit",,96f022732273,simple,0,,,,,,,,,,simple
1196,"Medium Teel Pearlin' Basecoat",,de032b92d349,simple,0,,,,,,,,,,simple
1197,"Metallic Air Brush Kit-04-008",,9af6e9a1c79a,simple,0,,,,,,,,,,simple
1198,"Mightee White Air Brush Base",,2f8c40b458a1,simple,0,,,,,,,,,,simple
1199,"Mighty White Striping Paint",,c4e1d4738a91,simple,0,,,,,,,,,,simple
1200,"Mirage Air Brush Kit-04-014",,ca8343ffc566,simple,0,,,,,,,,,,simple
1201,"Misty Pearl Air Brush Kit-04-077",,a8ee440793f4,simple,0,,,,,,,,,,simple
1202,"Motorcycle Air Brush Kit-04-101",,c4f0519a5604,simple,0,,,,,,,,,,simple
1203,"N-1 Green",,6a09d4c2cea3,simple,0,,,,,,,,,,simple
1204,"N-8 Grey",,cd99f222662b,simple,0,,,,,,,,,,simple
1205,"Neutral Grey - Shade 43 - 36173",,c62003f33d9a,simple,0,,,,,,,,,,simple
1206,"Non-Specular Sea Blue - FS 35042",,4248f64a25e1,simple,0,,,,,,,,,,simple
1207,"Odysee Orange Candee",,96283c09ff76,simple,0,,,,,,,,,,simple
1208,"Olive Drab #340",,f1a849d4e605,simple,0,,,,,,,,,,simple
1209,"Olive Drab #340 Kit with Reducer",,c15cc80823dc,simple,0,,,,,,,,,,simple
1210,"Olive Drab #340 Kit without Reducer",,dad718ffb0f0,simple,0,,,,,,,,,,simple
1211,"Olive Drab Shade 41",,c7367c3bfbfb,simple,0,,,,,,,,,,simple
1212,"Orange #250",,742433ce2875,simple,0,,,,,,,,,,simple
1213,"Orange #250 Kit with Reducer",,2a553e9c279b,simple,0,,,,,,,,,,simple
1214,"Orange #250 Kit without Reducer",,289059daeb98,simple,0,,,,,,,,,,simple
1215,"Orange Pearlin' Basecoat",,eb7533e9e8df,simple,0,,,,,,,,,,simple
1216,"Orange Peel Metallic",,d7d823865fdd,simple,0,,,,,,,,,,simple
1217,"Orange Striping Paint",,83eb3de141b2,simple,0,,,,,,,,,,simple
1218,"Orchid Metallic",,fe4ccb0fdcf1,simple,0,,,,,,,,,,simple
1219,"Oreeole Orange Candee",,d3e88ee9122d,simple,0,,,,,,,,,,simple
1220,"Pale Gold Striping Paint",,679b9a68837c,simple,0,,,,,,,,,,simple
1221,"Passionate Purple Pearlin' Basecoat",,a201cb3f9fec,simple,0,,,,,,,,,,simple
1222,"Pathalo Green Base #375",,162913cb2f8d,simple,0,,,,,,,,,,simple
1223,"Pathalo Green Tint Base #375 Kit with Reducer",,216bcb4b329b,simple,0,,,,,,,,,,simple
1224,"Pathalo Green Tint Base #375 Kit without Reducer",,d2179665c1ef,simple,0,,,,,,,,,,simple
1225,"Pearl Air Brush Kit-04-076",,d9ea31bb14bf,simple,0,,,,,,,,,,simple
1226,"Peecock Teel Metallic",,ca918faa6450,simple,0,,,,,,,,,,simple
1227,"Pewter Striping Paint",,03db6ae9cfb1,simple,0,,,,,,,,,,simple
1228,"Pink Air Brush Base",,2acc0cd75d70,simple,0,,,,,,,,,,simple
1229,"Pink Pearlin' Basecoat",,3f9865dfdc34,simple,0,,,,,,,,,,simple
1230,"Pink Striping Paint",,0053798546c3,simple,0,,,,,,,,,,simple
1231,"Platinum Pearlin' Basecoat",,dbb05481beb2,simple,0,,,,,,,,,,simple
1232,"Primer Catalyst #415",,41bee9f74386,simple,0,,,,,,,,,,simple
1233,"Primer Catalyst White Fast #420",,06a5d426b57d,simple,0,,,,,,,,,,simple
1234,"Process Blue Striping Paint",,5139554c9f87,simple,0,,,,,,,,,,simple
1235,"Purple Pearlin' Basecoat",,d29e3fa8fce9,simple,0,,,,,,,,,,simple
1236,"Purple Striping Paint",,5976cf7d2da4,simple,0,,,,,,,,,,simple
1237,"Purplee Night Candee",,657a55920cd0,simple,0,,,,,,,,,,simple
1238,"Queens Gold Metallic",,eb0dc94a1004,simple,0,,,,,,,,,,simple
1239,"Raspberree Pearlin' Basecoat",,0a1648825344,simple,0,,,,,,,,,,simple
1240,"Red Pearlin' Basecoat",,40df1feb5c25,simple,0,,,,,,,,,,simple
1241,"Reel Teel Metallic",,679432487878,simple,0,,,,,,,,,,simple
1242,"Reveered Red Candee",,dbbf942b596c,simple,0,,,,,,,,,,simple
1243,"Ritzee Gold Candee",,1622a0939660,simple,0,,,,,,,,,,simple
1244,"RLM - 02 Grey",,27d8faf7a5e8,simple,0,,,,,,,,,,simple
1245,"RLM - 04 Yellow",,9c7a56e39bf7,simple,0,,,,,,,,,,simple
1246,"RLM - 23 Red",,7378966bfd57,simple,0,,,,,,,,,,simple
1247,"RLM - 24 Blue",,267c61d99c7a,simple,0,,,,,,,,,,simple
1248,"RLM - 63 Green Grey",,d8ebc830e4a2,simple,0,,,,,,,,,,simple
1249,"RLM - 65 Light Blue",,cac58a86546d,simple,0,,,,,,,,,,simple
1250,"RLM - 70 Black Green",,e08163aa72ca,simple,0,,,,,,,,,,simple
1251,"RLM - 71 Dark Green",,cc1322f19014,simple,0,,,,,,,,,,simple
1252,"RLM - 74 Grey",,fb090ac2aa4f,simple,0,,,,,,,,,,simple
1253,"RLM - 75 Violet Grey",,60c712cd6fc3,simple,0,,,,,,,,,,simple
1254,"RLM - 76 Grey",,b927af121ecc,simple,0,,,,,,,,,,simple
1255,"RLM - 79 Sand",,2ade2cf91840,simple,0,,,,,,,,,,simple
1256,"RLM - 80 Olive Green",,ae47d60810a0,simple,0,,,,,,,,,,simple
1257,"RLM 25 - Pale Green",,898bc61310ba,simple,0,,,,,,,,,,simple
1258,"Rosee Pink Candee",,120a92580afb,simple,0,,,,,,,,,,simple
1259,"Royalee Blue Candee",,5daa005a95b3,simple,0,,,,,,,,,,simple
1260,"Rubee Red Candee",,bb88ebff440c,simple,0,,,,,,,,,,simple
1261,"Rumania & Hungary Dark Brown",,38a667e02625,simple,0,,,,,,,,,,simple
1262,"Russia & Turkey Earth Brown",,6bad2c5794ef,simple,0,,,,,,,,,,simple
1263,"Russia & Turkey Grey - Violet",,c0df471c91f7,simple,0,,,,,,,,,,simple
1264,"Russia Green",,83d7ff6a91cb,simple,0,,,,,,,,,,simple
1265,"Russia Grey - Green",,0b0f79fc9e4f,simple,0,,,,,,,,,,simple
1266,"Russia Pale Blue",,0dc65233e067,simple,0,,,,,,,,,,simple
1267,"Russia Slate Grey",,a333e22a392d,simple,0,,,,,,,,,,simple
1268,"Salmon Striping Paint",,a73f0808b167,simple,0,,,,,,,,,,simple
1269,"Sand - Shade 49 - 30313",,315432a03e52,simple,0,,,,,,,,,,simple
1270,"Satin Black #900",,2335325bd759,simple,0,,,,,,,,,,simple
1271,"Satin Black #900 Floor Kit",,af0b2312ff06,simple,0,,,,,,,,,,simple
1272,"Satin Black #900 Kit with Reducer",,6ed463250890,simple,0,,,,,,,,,,simple
1273,"Satin Black #900 Kit without Reducer",,ad251635e27f,simple,0,,,,,,,,,,simple
1274,"Satin Black Bathtub Painting Kit",,a2f2b1d966d8,simple,0,,,,,,,,,,simple
1275,"Satin Black Pool Kit",,3f8faa36255a,simple,0,,,,,,,,,,simple
1276,"Satin Catalyst #463",,167be2f504dd,simple,0,,,,,,,,,,simple
1277,"Screeming Yellow Pearlin' Basecoat",,731173ab376c,simple,0,,,,,,,,,,simple
1278,"Shinee Gold Metallic",,cbc04e30060e,simple,0,,,,,,,,,,simple
1279,"Silver Pearlin' Basecoat",,5478949deeb1,simple,0,,,,,,,,,,simple
1280,"Silver Striping Paint",,0962fe429619,simple,0,,,,,,,,,,simple
1281,"Slow Urethane Reducer - 16 oz.",,9179a469eff2,simple,0,,,,,,,,,,simple
1282,"Solid Color Air Brush Kit-04-005",,bb5595e9483d,simple,0,,,,,,,,,,simple
1283,"Sparklee Silver Metallic",,aa5f574c6834,simple,0,,,,,,,,,,simple
1284,"Sweet Orange Pearlin' Basecoat",,cf020d97852e,simple,0,,,,,,,,,,simple
1285,"Teal Striping Paint",,bf690c90148d,simple,0,,,,,,,,,,simple
1286,"The Lost Color",,423bba9b02ca,simple,0,,,,,,,,,,simple
1287,"Tiffanee Blue Metallic",,4f6404a91bd7,simple,0,,,,,,,,,,simple
1288,"Tile Red #270",,04d508784752,simple,0,,,,,,,,,,simple
1289,"Tile Red #270 Floor Kit",,374444515be3,simple,0,,,,,,,,,,simple
1290,"Tile Red #270 Kit with Reducer",,9bdb76ca19ee,simple,0,,,,,,,,,,simple
1291,"Tile Red #270 Kit without Reducer",,e924baa4ad41,simple,0,,,,,,,,,,simple
1292,"Tile Red Bathtub Painting Kit",,dbadf40d9f16,simple,0,,,,,,,,,,simple
1293,"Tile Red Pool Kit",,5ef8a62feb3a,simple,0,,,,,,,,,,simple
1294,"Trophee Gold Candee",,4d846621e893,simple,0,,,,,,,,,,simple
1295,"Turkey Slate Grey",,8ee42b599b7e,simple,0,,,,,,,,,,simple
1296,"Turquoise #309",,0bf345afa58d,simple,0,,,,,,,,,,simple
1297,"Turquoise #309 Floor Kit",,789fbecbe7ef,simple,0,,,,,,,,,,simple
1298,"Turquoise #309 Kit with Reducer",,3f10d425b170,simple,0,,,,,,,,,,simple
1299,"Turquoise #309 Kit without Reducer",,b95332c69d43,simple,0,,,,,,,,,,simple
1300,"Turquoise Bathtub Painting Kit",,9d38348c465e,simple,0,,,,,,,,,,simple
1301,"Turquoise Pool Kit",,cbdea22e32e5,simple,0,,,,,,,,,,simple
1302,"Ultra Marine Blue Air Brush Base",,f645ec8e8f7a,simple,0,,,,,,,,,,simple
1303,"Ultra Marine Blue Striping Paint",,db210d241c61,simple,0,,,,,,,,,,simple
1304,"Urethane Catalyst - 4 oz.",,cc9bf7f7a6d0,simple,0,,,,,,,,,,simple
1305,"Urethane Clear Kit",,e548e9d98700,simple,0,,,,,,,,,,simple
1306,"Velvetee Violet Candee",,5b2e31303bce,simple,0,,,,,,,,,,simple
1307,"Veree Violet Metallic",,bd819eaca75b,simple,0,,,,,,,,,,simple
1308,"Violet Pastel Striping Paint",,5c96406e7636,simple,0,,,,,,,,,,simple
1309,"White #100",,971490037a54,simple,0,,,,,,,,,,simple
1310,"White #100 Floor Kit",,e77d8809ddbb,simple,0,,,,,,,,,,simple
1311,"White #100 kit with Reducer",,1b17a17c9302,simple,0,,,,,,,,,,simple
1312,"White #100 kit without Reducer",,6c9f05bb3a45,simple,0,,,,,,,,,,simple
1313,"White Pearlin' Basecoat",,20503a9bc2c6,simple,0,,,,,,,,,,simple
1314,"White Pool KIt",,868ca18d62aa,simple,0,,,,,,,,,,simple
1315,"White Primer #55",,c305245339d5,simple,0,,,,,,,,,,simple
1316,"White Primer #55 Floor Kit",,5245c061b3b3,simple,0,,,,,,,,,,simple
1317,"White Primer #55 Kit with Reducer",,f76826c79474,simple,0,,,,,,,,,,simple
1318,"White Primer #55 Kit without Reducer",,d0fad5895478,simple,0,,,,,,,,,,simple
1319,"White Primer - #55 Kit with Reducer",,5ab9e4e0842b,simple,0,,,,,,,,,,simple
1320,"White Primer - #55 Kit without Reducer",,bda61aa5d780,simple,0,,,,,,,,,,simple
1321,"White Primer Pool Kit with #415 Catalyst",,2f8295d9d655,simple,0,,,,,,,,,,simple
